Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Female,Young Adults,Yes,0,0,19,Offer D,Yes,34.51,No,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Middle-aged Adults,No,>=3,0,9,Offer E,Yes,41.02,No,DSL,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,8,8,Offer E,Yes,20.67,No,Fiber Optic,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,36,Offer C,No,0.0,No,Cable,2.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,62,No Offer,Yes,6.05,Yes,DSL,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,No,0,0,12,No Offer,Yes,2.57,No,Fiber Optic,25.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,18,No Offer,Yes,36.49,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,1,47,No Offer,Yes,37.74,Yes,Fiber Optic,7.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,51,Offer B,Yes,19.49,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,5,17,Offer D,No,0.0,No,DSL,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Female,Old Adults,No,0,0,27,No Offer,Yes,16.94,Yes,Fiber Optic,11.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card
Male,Middle-aged Adults,Yes,>=3,1,15,No Offer,Yes,31.14,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,14,No Offer,Yes,18.46,No,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,>=10,65,Offer B,Yes,17.43,Yes,DSL,30.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check
Female,Young Adults,No,0,0,30,No Offer,No,0.0,No,Cable,42.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,1,1,47,No Offer,Yes,1.44,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,0,7,58,Offer B,Yes,5.69,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Female,Old Adults,Yes,0,1,47,No Offer,Yes,38.31,Yes,Fiber Optic,7.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,No,0,0,1,Offer E,Yes,48.25,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,3,71,Offer A,Yes,37.25,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,Yes,0,0,20,Offer D,Yes,28.57,No,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,>=3,5,4,No Offer,Yes,42.71,No,DSL,56.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Middle-aged Adults,Yes,0,1,42,Offer B,Yes,34.65,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,2,No Offer,Yes,9.79,No,Fiber Optic,41.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,3,Offer E,Yes,24.63,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,8,61,Offer B,Yes,12.32,Yes,Fiber Optic,7.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,1,60,No Offer,Yes,4.06,Yes,Fiber Optic,11.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,3,29,No Offer,Yes,5.39,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,2,71,Offer A,Yes,28.58,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,1,5,10,No Offer,Yes,26.37,Yes,Cable,26.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,66,No Offer,Yes,30.96,No,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,2,0,8,Offer E,Yes,15.66,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,>=3,5,35,No Offer,Yes,18.86,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Young Adults,Yes,1,6,66,No Offer,Yes,23.2,Yes,DSL,59.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,>=3,9,72,No Offer,Yes,11.85,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,7,59,Offer B,Yes,40.47,Yes,Fiber Optic,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,3,Offer E,Yes,47.62,No,Cable,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,4,45,No Offer,Yes,9.39,Yes,DSL,22.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,1,Offer E,Yes,22.97,No,Fiber Optic,23.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,72,Offer A,Yes,24.89,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,2,1,4,Offer E,Yes,25.9,No,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,No,0,0,16,Offer D,Yes,9.43,No,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,41,Offer B,Yes,45.04,Yes,Cable,29.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,1,>=10,68,Offer A,Yes,34.62,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Old Adults,Yes,0,1,3,Offer E,Yes,25.77,No,Fiber Optic,2.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Middle-aged Adults,Yes,2,5,58,Offer B,Yes,40.74,No,Fiber Optic,17.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,3,No Offer,Yes,48.34,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,12,Offer D,Yes,45.8,Yes,DSL,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,1,67,Offer A,Yes,10.9,No,Cable,26.0,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,5,24,No Offer,Yes,46.3,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Young Adults,Yes,1,4,20,No Offer,No,0.0,No,Cable,22.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Old Adults,No,0,0,33,Offer C,Yes,5.91,Yes,DSL,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,23,Offer D,Yes,18.7,Yes,Fiber Optic,24.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,14,Offer D,No,0.0,No,DSL,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,1,37,No Offer,Yes,35.67,No,DSL,76.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card
Female,Young Adults,No,0,0,38,Offer C,Yes,23.95,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,19,No Offer,Yes,30.44,No,DSL,26.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,1,8,7,No Offer,No,0.0,No,Cable,17.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,0,1,25,No Offer,Yes,24.64,No,Fiber Optic,5.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,>=3,0,31,Offer C,No,0.0,No,Cable,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,2,4,71,Offer A,Yes,32.16,Yes,Fiber Optic,59.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,6,Offer E,Yes,30.54,No,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,1,>=10,31,No Offer,Yes,9.56,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,3,5,Offer E,No,0.0,No,DSL,53.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,0,5,70,No Offer,Yes,43.81,Yes,DSL,17.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,38,No Offer,Yes,43.19,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,0,6,33,Offer C,Yes,48.49,No,DSL,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,6,71,No Offer,Yes,35.09,Yes,DSL,12.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,5,No Offer,Yes,7.0,No,Fiber Optic,23.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,18,Offer D,Yes,11.36,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,1,1,Offer E,No,0.0,No,DSL,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,8,30,Offer C,Yes,47.75,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,46,Offer B,No,0.0,No,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,4,24,No Offer,Yes,31.62,Yes,DSL,12.0,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
Female,Old Adults,Yes,0,6,1,No Offer,Yes,41.16,No,Fiber Optic,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Old Adults,Yes,1,3,55,No Offer,Yes,3.18,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,2,7,54,Offer B,Yes,41.58,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,2,7,No Offer,Yes,6.81,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,18,Offer D,Yes,15.01,No,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,68,No Offer,No,0.0,No,Cable,13.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,Yes,2,1,72,Offer A,Yes,45.93,Yes,Fiber Optic,30.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,68,No Offer,Yes,20.3,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,>=3,0,49,No Offer,Yes,4.76,Yes,Fiber Optic,58.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,48,No Offer,Yes,29.54,No,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,6,37,No Offer,Yes,9.26,Yes,DSL,28.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Young Adults,No,0,0,19,Offer D,No,0.0,No,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,>=10,67,Offer A,Yes,4.71,Yes,DSL,58.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check
Male,Old Adults,No,0,0,72,Offer A,Yes,26.01,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Male,Young Adults,Yes,0,3,33,No Offer,Yes,49.37,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,8,22,Offer D,Yes,7.68,No,DSL,7.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card
Female,Old Adults,No,0,0,17,Offer D,Yes,24.15,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check
Female,Young Adults,No,0,0,13,Offer D,No,0.0,No,Cable,53.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,20,No Offer,Yes,27.11,Yes,DSL,27.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,0,1,72,No Offer,Yes,25.48,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,5,47,No Offer,Yes,3.95,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,2,8,70,No Offer,Yes,30.33,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,1,0,62,Offer B,Yes,17.67,Yes,Fiber Optic,19.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,44,Offer B,Yes,35.39,No,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,7,72,Offer A,Yes,2.56,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,8,No Offer,Yes,32.31,No,Fiber Optic,6.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,5,Offer E,Yes,17.08,No,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,Yes,0,1,2,Offer E,Yes,20.5,No,Fiber Optic,51.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,Yes,0,1,70,No Offer,Yes,39.63,No,Fiber Optic,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,19,Offer D,Yes,36.88,Yes,DSL,27.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,4,61,Offer B,Yes,26.55,Yes,Fiber Optic,2.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,30,No Offer,Yes,30.06,No,Fiber Optic,19.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,2,63,Offer B,Yes,1.43,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Young Adults,No,0,0,71,No Offer,Yes,2.88,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,72,Offer A,Yes,23.02,No,Cable,69.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,Yes,>=3,7,24,No Offer,Yes,20.74,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check
Female,Middle-aged Adults,Yes,0,1,26,No Offer,Yes,15.37,No,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,12,No Offer,Yes,18.12,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Old Adults,No,0,0,8,Offer E,No,0.0,No,DSL,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,>=3,4,60,No Offer,Yes,19.68,Yes,Fiber Optic,53.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,2,0,18,Offer D,Yes,34.07,No,DSL,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,1,1,13,Offer D,Yes,16.4,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,9,5,No Offer,No,0.0,No,DSL,19.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,9,62,Offer B,Yes,24.62,No,DSL,29.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card
Male,Young Adults,No,0,0,10,Offer D,Yes,1.98,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,5,72,Offer A,No,0.0,No,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Old Adults,No,0,0,2,No Offer,Yes,43.66,No,DSL,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,0,5,72,Offer A,Yes,21.37,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,21,No Offer,Yes,49.05,Yes,Fiber Optic,9.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,2,Offer E,Yes,17.22,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,2,0,8,No Offer,Yes,12.15,Yes,Cable,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,1,11,Offer D,Yes,15.69,Yes,DSL,12.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,6,47,Offer B,Yes,29.15,Yes,DSL,52.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card
Male,Young Adults,No,0,0,8,No Offer,Yes,13.04,No,Fiber Optic,85.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,52,No Offer,Yes,49.29,No,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,10,No Offer,Yes,8.35,No,Cable,29.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,No,0,0,38,Offer C,Yes,6.71,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,13,Offer D,Yes,33.69,Yes,Fiber Optic,15.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Old Adults,No,0,0,36,Offer C,Yes,41.57,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,5,22,Offer D,Yes,33.46,No,Fiber Optic,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,1,Offer E,Yes,15.24,No,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,No,0,0,39,No Offer,Yes,24.45,No,Fiber Optic,27.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,>=3,9,66,Offer A,No,0.0,No,Cable,23.0,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal
Male,Old Adults,No,0,0,24,No Offer,Yes,8.66,Yes,Cable,27.0,No,Yes,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,1,19,No Offer,Yes,14.09,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,10,No Offer,Yes,17.4,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,19,Offer D,Yes,2.19,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,13,No Offer,No,0.0,No,DSL,28.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,1,1,66,No Offer,Yes,37.84,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,72,Offer A,Yes,11.41,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,>=3,9,69,No Offer,Yes,26.35,Yes,DSL,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,56,No Offer,Yes,32.43,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,>=3,8,10,No Offer,Yes,32.76,No,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,49,No Offer,Yes,11.11,No,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,Yes,0,2,71,Offer A,Yes,18.04,Yes,DSL,41.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,No,0,0,5,No Offer,Yes,32.91,No,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card
Female,Old Adults,Yes,0,1,40,No Offer,Yes,49.5,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,2,1,11,No Offer,Yes,15.04,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,No,0,0,1,No Offer,Yes,1.59,No,Cable,14.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,No,0,0,5,Offer E,Yes,17.13,No,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card
Female,Young Adults,No,2,0,46,No Offer,Yes,4.08,Yes,Fiber Optic,59.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,47,No Offer,Yes,14.22,Yes,Fiber Optic,11.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,1,5,62,Offer B,Yes,20.96,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,No,0,0,1,No Offer,Yes,6.19,No,Fiber Optic,52.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,3,12,No Offer,Yes,18.26,No,Fiber Optic,18.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,4,31,No Offer,Yes,3.73,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
